variable,table,category,status,source,notes
R0_CigsPerDay,,behavioral,converted,DerivedVariables_Schema.json,"number/null, minimum 0"
R0_PackYears,,behavioral,converted,DerivedVariables_Schema.json,"number/null, minimum 0; calculated"
R0_PhysicalActivity,,behavioral,converted,DerivedVariables_Schema.json,"number/null, minimum 0; MET-hours/week, long x-description with per-domain formula"
R0_GreenVegDailyServings,,behavioral,converted,DerivedVariables_Schema.json,"integer/null, minimum 0"
R0_FruitDailyServings,,behavioral,converted,DerivedVariables_Schema.json,"integer/null, minimum 0"
R0_FamHistCancer,,family_history,converted,DerivedVariables_Schema.json,"enum 0/1/null; x-derivedFrom points to legacy SAS scripts, not other schema fields"
R0_FamHistCancerNum,,family_history,converted,DerivedVariables_Schema.json,"integer/null, minimum 0; legacy SAS derivation"
R0_FamHistBC,,family_history,converted,DerivedVariables_Schema.json,enum 0/1/null; legacy SAS derivation
R0_FamHistBCNum,,family_history,converted,DerivedVariables_Schema.json,"integer/null, minimum 0; legacy SAS derivation"
R0_FamHistOV,,family_history,converted,DerivedVariables_Schema.json,enum 0/1/null; legacy SAS derivation
R0_FamHistOVNum,,family_history,converted,DerivedVariables_Schema.json,"integer/null, minimum 0; legacy SAS derivation"
R0_FamHistColo,,family_history,converted,DerivedVariables_Schema.json,enum 0/1/null; legacy SAS derivation
R0_FamHistColoNum,,family_history,converted,DerivedVariables_Schema.json,"integer/null, minimum 0; legacy SAS derivation"
R0_FamHistProst,,family_history,converted,DerivedVariables_Schema.json,enum 0/1/null; legacy SAS derivation
R0_FamHistProstNum,,family_history,converted,DerivedVariables_Schema.json,"integer/null, minimum 0; legacy SAS derivation"
